HSN Code,Description,Rate (%),CESS (%),Effective Date,Rate Revision
1404,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED,5%,,25/01/2018                    15/11/2017,
14041011,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED RAW VEGETABLE MATERIALS OF A KIND USED PRIMARILY IN DYEING OR TANNING : HENNA : HENNA LEAVES,5%,,15/11/2017,
14041019,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED RAW VEGETABLE MATERIALS OF A KIND USED PRIMARILY IN DYEING OR TANNING : HENNA : HENNA POWDER,5%,,15/11/2017,
14041020,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED RAW VEGETABLE MATERIALS OF A KIND USED PRIMARILY IN DYEING OR TANNING : RED SANDALWOOD POWDER,5%,,15/11/2017,
14041030,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED RAW VEGETABLE MATERIALS OF A KIND USED PRIMARILY IN DYEING OR TANNING : SAFFLOWER (INCLUDING BASTARD SAFFRON),5%,,15/11/2017,
14041040,"VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED RAW VEGETABLE MATERIALS OF A KIND USED PRIMARILY IN DYEING OR TANNING : DYEING SUBSTANCES, EXCLUDING TURMERIC",5%,,15/11/2017,
14041050,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED RAW VEGETABLE MATERIALS OF A KIND USED PRIMARILY IN DYEING OR TANNING : GALLNUTS,5%,,15/11/2017,
14041061,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED RAW VEGETABLE MATERIALS OF A KIND USED PRIMARILY IN DYEING OR TANNING : MYROBALANS : AMLA (EMBELICA LINN),5%,,15/11/2017,
14041069,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED RAW VEGETABLE MATERIALS OF A KIND USED PRIMARILY IN DYEING OR TANNING : MYROBALANS : OTHER,5%,,15/11/2017,
14041070,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED RAW VEGETABLE MATERIALS OF A KIND USED PRIMARILY IN DYEING OR TANNING : WATTLE BARK (MIMOSA BARK),5%,,15/11/2017,
14041090,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED RAW VEGETABLE MATERIALS OF A KIND USED PRIMARILY IN DYEING OR TANNING : OTHER TANNING SUBSTANCES,5%,,15/11/2017,
14042000,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED COTTON LINTERS,5%,,15/11/2017,
140490,OTHER,5%,,15/11/2017,
14049010,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED OTHER : BIDI WRAPPER LEAVES (TENDU),5%,,01/07/2017,
14049021,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED OTHER : SOAP-NUTS : POWDER,5%,,15/11/2017,
14049029,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED OTHER : SOAP-NUTS : OTHER,5%,,15/11/2017,
14049030,"VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED OTHER : HARD SEEDS, PIPS, HULLS AND NUTS, OF A KIND USED PRIMARILY FOR CARVING",5%,,15/11/2017,
14049040,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED OTHER : BETEL LEAVES,Nil,,01/07/2017,
14049050,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED OTHER : INDIAN KATHA,18%,,01/07/2017,
14049060,"VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED OTHER : COCONUT SHELL, UNWORKED",Nil,,01/07/2017,
14049070,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED OTHER : RUDRAKSHA SEEDS,5%,,15/11/2017,
14049090,VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED OTHER : OTHER,Nil,,01/07/2017,
