HSN Code,Description,Rate (%),CESS (%),Effective Date,Rate Revision
1327120,"GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, FROZEN, SALTED, - IN BRINE, DRIED OR SMOKED - GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, F",5%,,01/07/2017,
1327129,"GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, FROZEN, SALTED, - IN BRINE, DRIED OR SMOKED - GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, F",5%,,01/07/2017,
5040039.0,"GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, FROZEN, SALTED, - IN BRINE, DRIED OR SMOKED - GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, F",5%,,01/07/2017,
1327137,"GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, FROZEN, SALTED, - IN BRINE, DRIED OR SMOKED - GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, F",5%,,01/07/2017,
5040049.0,"GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, FROZEN, SALTED, - IN BRINE, DRIED OR SMOKED - GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, F",5%,,01/07/2017,
1327145,"GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, FROZEN, SALTED, - IN BRINE, DRIED OR SMOKED - GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, F",5%,,01/07/2017,
5040059.0,"GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, FROZEN, SALTED, - IN BRINE, DRIED OR SMOKED - GUTS, BLADDERS AND STOMACHS OF ANIMALS - (OTHER THAN FISH), WHOLE AND PIECES - THEREOF, FRESH, CHILLED, F",5%,,01/07/2017,
325,"SKINS AND OTHER PARTS OF BIRDS, WITH THEIR FEATHERS OR DOWN, FEATHERS AND PARTS OF FEATHERS (WHETHER OR NOT WITH TRIMMED EDGES) AND DOWN, NOT FURTHER WORKED THAN CLEANED, DISINFECTED OR TREATED FOR PRESERVATION; POWDER AND WASTE OF FEATHERS OR PARTS OF FE",5%,,01/07/2017,
1331720,"SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS OR",5%,,01/07/2017,
5051090.0,"SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS OR",5%,,01/07/2017,
5059010.0,"SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS OR",5%,,01/07/2017,
5059021.0,"SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS OR",5%,,01/07/2017,
5059029.0,"SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS OR",5%,,01/07/2017,
5059031.0,"SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS OR",5%,,01/07/2017,
5059039.0,"SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS OR",5%,,01/07/2017,
5059091.0,"SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS OR",5%,,01/07/2017,
5059099.0,"SKINS AND OTHER PARTS OF BIRDS, WITH THEIR - FEATHERS OR DOWN, FEATHERS AND PARTS OF - FEATHERS (WHETHER OR NOT WITH TRIMMED - EDGES) AND DOWN, NOT FURTHER WORKED THAN - CLEANED, DISINFECTED OR TREATED FOR - PRESERVATION; POWDER AND WASTE OF - FEATHERS OR",5%,,01/07/2017,
326,"BONES AND HORN-CORES, UNWORKED, DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO SHAPE), TREATED WITH ACID OR DEGELATINISED POWDER AND WASTE OF THESE PRODUCTS",Nil,,01/07/2017,
1335817,"BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OSSEIN AND BONES TREATED WITH ACID : BONES, INCLUDING HORN-CORES, CRUSHED : - - OF WILD ANIMALS",Nil,,01/07/2017,
5061019.0,"BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OSSEIN AND BONES TREATED WITH ACID : - - BONES, INCLUDING HORN-CORES, CRUSHED : - OTHER",Nil,,01/07/2017,
1335825,"BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OSSEIN AND BONES TREATED WITH ACID : - BONE GRIST : OF WILD ANIMALS",Nil,,01/07/2017,
5061029.0,"BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OSSEIN AND BONES TREATED WITH ACID : - BONE GRIST : OTHER",Nil,,01/07/2017,
1335833,"BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OSSEIN AND BONES TREATED WITH ACID : - OSSEIN - OF WILD ANIMALS",Nil,,01/07/2017,
5061039.0,"BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OSSEIN AND BONES TREATED WITH ACID : - OSSEIN - OTHER",Nil,,01/07/2017,
1335841,"BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OSSEIN AND BONES TREATED WITH ACID : - BONES, HORN-CONES AND PARTS THEREOF, NOT - CRUSHED : - O",Nil,,01/07/2017,
5061049.0,"BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OSSEIN AND BONES TREATED WITH ACID : - BONES, HORN-CONES AND PARTS THEREOF, NOT - CRUSHED : - O",Nil,,01/07/2017,
5069011.0,"BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OTHER : BONE MEAL : - OF WILD ANIMALS",Nil,,01/07/2017,
5069019.0,"BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OTHER - BONE MEAL : - : OTHER",Nil,,01/07/2017,
5069091.0,"BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OTHER : OTHER : OF WILD ANIMALS",Nil,,01/07/2017,
5069099.0,"BONES AND HORN-CORES, UNWORKED, - DEFATTED, SIMPLY PREPARED (BUT NOT CUT TO - SHAPE), TREATED WITH ACID OR DEGELATINISED - POWDER AND WASTE OF THESE PRODUCTS - OTHER : OTHER : OTHER",Nil,,01/07/2017,
327,"IVORY, TORTOISE-SHELL, WHALEBONE AND WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY PREPARED BUT NOT CUT TO SHAPE; POWDER AND WASTE OF THESE PRODUCTS",5%,,01/07/2017,
1339912,"IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - IVORY; IVORY POWDER AND WASTE : - IVORY",5%,,01/07/2017,
1339920,"IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - IVORY; IVORY POWDER AND WASTE : - IVORY POWDER AND WASTE",5%,,01/07/2017,
5079010.0,"IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - OTHER : HOOF MEAL",Nil,,01/07/2017,
5079020.0,"IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - OTHER : HORN MEAL",Nil,,01/07/2017,
5079030.0,"IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - OTHER : HOOVES, CLAWS, NAILS AND BEAKS",Nil,,01/07/2017,
5079040.0,"IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - OTHER : ANTLERS",Nil,,01/07/2017,
5079050.0,"IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - OTHER : BUFFALO HORNS",Nil,,01/07/2017,
5079060.0,"IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - OTHER : TORTOISE- SHELL",Nil,,01/07/2017,
5079070.0,"IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - OTHER : CLAWS AND WASTE OF TORTOISE SHELL",Nil,,01/07/2017,
5079090.0,"IVORY, TORTOISE-SHELL, WHALEBONE AND - WHALEBONE HAIR, HORNS, ANTLERS, HOOVES, - NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY - PREPARED BUT NOT CUT TO SHAPE; POWDER AND - WASTE OF THESE PRODUCTS - OTHER : OTHER",Nil,,01/07/2017,
508.0,"CORAL AND SIMILAR MATERIALS, UNWORKED OR SIMPLY PREPARED BUT NOT OTHERWISE WORKED; SHELLS OF MOLLUSCS, CRUSTACEANS OR ECHINODERMS AND CUTTLE-BONE, UNWORKED OR SIMPLY PREPARED BUT NOT CUT TO SHAPE, POWDER AND WASTE THEREOF",5%,,01/07/2017,
5080010.0,"CORAL AND SIMILAR MATERIALS, UNWORKED - OR SIMPLY PREPARED BUT NOT OTHERWISE - WORKED; SHELLS OF MOLLUSCS, CRUSTACEANS - OR ECHINODERMS AND CUTTLE-BONE, - UNWORKED OR SIMPLY PREPARED BUT NOT - CUT TO SHAPE, POWDER AND WASTE THEREOF - CORAL AND SIMILAR MAT",5%,,01/07/2017,
5080020.0,"CORAL AND SIMILAR MATERIALS, UNWORKED - OR SIMPLY PREPARED BUT NOT OTHERWISE - WORKED; SHELLS OF MOLLUSCS, CRUSTACEANS - OR ECHINODERMS AND CUTTLE-BONE, - UNWORKED OR SIMPLY PREPARED BUT NOT - CUT TO SHAPE, POWDER AND WASTE THEREOF - CORAL AND SIMILAR MAT",5%,,01/07/2017,
5080030.0,"CORAL AND SIMILAR MATERIALS, UNWORKED - OR SIMPLY PREPARED BUT NOT OTHERWISE - WORKED; SHELLS OF MOLLUSCS, CRUSTACEANS - OR ECHINODERMS AND CUTTLE-BONE, - UNWORKED OR SIMPLY PREPARED BUT NOT - CUT TO SHAPE, POWDER AND WASTE THEREOF - CORAL AND SIMILAR MAT",5%,,01/07/2017,
5080040.0,"CORAL AND SIMILAR MATERIALS, UNWORKED - OR SIMPLY PREPARED BUT NOT OTHERWISE - WORKED; SHELLS OF MOLLUSCS, CRUSTACEANS - OR ECHINODERMS AND CUTTLE-BONE, - UNWORKED OR SIMPLY PREPARED BUT NOT - CUT TO SHAPE, POWDER AND WASTE THEREOF - CORAL AND SIMILAR MAT",5%,,01/07/2017,
5080050.0,"CORAL AND SIMILAR MATERIALS, UNWORKED - OR SIMPLY PREPARED BUT NOT OTHERWISE - WORKED; SHELLS OF MOLLUSCS, CRUSTACEANS - OR ECHINODERMS AND CUTTLE-BONE, - UNWORKED OR SIMPLY PREPARED BUT NOT - CUT TO SHAPE, POWDER AND WASTE THEREOF - CORAL AND SIMILAR MAT",5%,,01/07/2017,
5080090.0,"CORAL AND SIMILAR MATERIALS, UNWORKED - OR SIMPLY PREPARED BUT NOT OTHERWISE - WORKED; SHELLS OF MOLLUSCS, CRUSTACEANS - OR ECHINODERMS AND CUTTLE-BONE, - UNWORKED OR SIMPLY PREPARED BUT NOT - CUT TO SHAPE, POWDER AND WASTE THEREOF - CORAL AND SIMILAR MAT",5%,,01/07/2017,
509.0,OMITTED,0%,,01/07/2017,
5090010.0,NATURAL SPONGES OF ANIMAL ORIGIN - NATURAL SPONGES OF ANIMAL ORIGIN : - OF WILD LIFE,0%,,01/07/2017,
5090090.0,NATURAL SPONGES OF ANIMAL ORIGIN - NATURAL SPONGES OF ANIMAL ORIGIN : - OTHER,0%,,01/07/2017,
328,"AMBERGRIS, CASTOREUM, CIVET AND MUSK; CANTHARIDES; BILE, WHETHER OR NOT DRIED; GLANDS AND OTHER ANIMAL PRODUCTS USED IN THE PREPARATION OF PHARMACEUTICAL PRODUCTS, FRESH, CHILLED, FROZEN OR OTHERWISE PROVISIONALLY PRESERVED",5%,,01/07/2017,
1343496,"AMBERGRIS, CASTOREUM, CIVET AND MUSK; - CANTHARIDES; BILE, WHETHER OR NOT DRIED; - GLANDS AND OTHER ANIMAL PRODUCTS USED - IN THE PREPARATION OF PHARMACEUTICAL - PRODUCTS, FRESH, CHILLED, FROZEN OR - OTHERWISE PROVISIONALLY PRESERVED - AMBERGRIS, CASTOREU",5%,,01/07/2017,
1343504,"AMBERGRIS, CASTOREUM, CIVET AND MUSK; - CANTHARIDES; BILE, WHETHER OR NOT DRIED; - GLANDS AND OTHER ANIMAL PRODUCTS USED - IN THE PREPARATION OF PHARMACEUTICAL - PRODUCTS, FRESH, CHILLED, FROZEN OR - OTHERWISE PROVISIONALLY PRESERVED - AMBERGRIS, CASTOREU",5%,,01/07/2017,
1343512,"AMBERGRIS, CASTOREUM, CIVET AND MUSK; - CANTHARIDES; BILE, WHETHER OR NOT DRIED; - GLANDS AND OTHER ANIMAL PRODUCTS USED - IN THE PREPARATION OF PHARMACEUTICAL - PRODUCTS, FRESH, CHILLED, FROZEN OR - OTHERWISE PROVISIONALLY PRESERVED - AMBERGRIS, CASTOREU",5%,,01/07/2017,
5100091.0,"AMBERGRIS, CASTOREUM, CIVET AND MUSK; - CANTHARIDES; BILE, WHETHER OR NOT DRIED; - GLANDS AND OTHER ANIMAL PRODUCTS USED - IN THE PREPARATION OF PHARMACEUTICAL - PRODUCTS, FRESH, CHILLED, FROZEN OR - OTHERWISE PROVISIONALLY PRESERVED - AMBERGRIS, CASTOREU",5%,,01/07/2017,
5100099.0,"AMBERGRIS, CASTOREUM, CIVET AND MUSK; - CANTHARIDES; BILE, WHETHER OR NOT DRIED; - GLANDS AND OTHER ANIMAL PRODUCTS USED - IN THE PREPARATION OF PHARMACEUTICAL - PRODUCTS, FRESH, CHILLED, FROZEN OR - OTHERWISE PROVISIONALLY PRESERVED - AMBERGRIS, CASTOREU",5%,,01/07/2017,
329,"ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, UNFIT FOR HUMAN CONSUMPTION",5%,,01/07/2017,
329,"ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, UNFIT FOR HUMAN CONSUMPTION",0%,,01/07/2017,
1348096,"ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED - OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, - UNFIT FOR HUMAN CONSUMPTION - BOVINE SEMEN",5%,,01/07/2017,
5119110.0,"ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED - OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, - UNFIT FOR HUMAN CONSUMPTION - OTHER : - PRODUCTS OF FISH OR CRUSTACEANS, MOLLUSCS - OR OTHER AQUATIC INVERTEBRATES; DEAD ANIMALS - OF CHAPTER 3 : - FISH NAILS",5%,,01/07/2017,
5119120.0,"ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED - OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, - UNFIT FOR HUMAN CONSUMPTION - OTHER : - PRODUCTS OF FISH OR CRUSTACEANS, MOLLUSCS - OR OTHER AQUATIC INVERTEBRATES; DEAD ANIMALS - OF CHAPTER 3 : - FISH TAILS",5%,,01/07/2017,
5119130.0,"ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED - OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, - UNFIT FOR HUMAN CONSUMPTION - OTHER : - PRODUCTS OF FISH OR CRUSTACEANS, MOLLUSCS - OR OTHER AQUATIC INVERTEBRATES; DEAD ANIMALS - OF CHAPTER 3 : - OTHER FISH WASTE",5%,,01/07/2017,
5119190.0,"ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED - OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, - UNFIT FOR HUMAN CONSUMPTION - OTHER : - PRODUCTS OF FISH OR CRUSTACEANS, MOLLUSCS - OR OTHER AQUATIC INVERTEBRATES; DEAD ANIMALS - OF CHAPTER 3 : - OTHER",5%,,01/07/2017,
5119911.0,"ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED - OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, - UNFIT FOR HUMAN CONSUMPTION - OTHER : OTHER : - SILKWORM PUPAE : - ARTEMIA",5%,,01/07/2017,
5119919.0,"ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED - OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, - UNFIT FOR HUMAN CONSUMPTION - OTHER : OTHER : - SILKWORM PUPAE : - OTHER",5%,,01/07/2017,
5119921.0,"ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED - OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, - UNFIT FOR HUMAN CONSUMPTION - OTHER : OTHER : - SINEWS AND TENDONS : - OF WILD LIFE",5%,,01/07/2017,
5119929.0,"ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED - OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, - UNFIT FOR HUMAN CONSUMPTION - OTHER : OTHER : - SINEWS AND TENDONS : - OTHER",5%,,01/07/2017,
5119991.0,"ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED - OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, - UNFIT FOR HUMAN CONSUMPTION - OTHER : OTHER : - OTHER : - FROZEN SEMEN, OTHER THAN BOVINE; BOVINE EMBRYO",5%,,01/07/2017,
5119992.0,"ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED - OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, - UNFIT FOR HUMAN CONSUMPTION - OTHER : OTHER : - OTHER : - OF WILD LIFE",5%,,01/07/2017,
5119999.0,"ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED - OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, - UNFIT FOR HUMAN CONSUMPTION - OTHER : OTHER : - OTHER : - OTHER",5%,,01/07/2017,
