HSN Code,Description,Rate (%),CESS (%),Effective Date,Rate Revision
85013320,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS:- OF AN OUTPUT EXCEEDING 75 KW BUT NOT EXCEEDING 375 KW: DC GENERATORS,18%,,01/07/2017,
850134,OF AN OUTPUT EXCEEDING 375 KW,18%,,01/07/2017,
85013410,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS:- OF AN OUTPUT EXCEEDING 375 KW:OF AN OUTPUT EXCEEDING 375 KW BUT NOT EXCEEDING 1,000 KW",18%,,01/07/2017,
85013420,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS:- OF AN OUTPUT EXCEEDING 375 KW:OF AN OUTPUT EXCEEDING 1,000 KW BUT NOT EXCEEDING 2,000 KW",18%,,01/07/2017,
85013430,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS:- OF AN OUTPUT EXCEEDING 375 KW:OF AN OUTPUT EXCEEDING 2,000 KW BUT NOT EXCEEDING 5,000 KW",18%,,01/07/2017,
85013440,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS:- OF AN OUTPUT EXCEEDING 375 KW:OF AN OUTPUT EXCEEDING 5,000 KW BUT NOT EXCEEDING 10,000 KW",18%,,01/07/2017,
85013450,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER DC MOTORS; DC GENERATORS:- OF AN OUTPUT EXCEEDING 375 KW: OF AN OUTPUT EXCEEDING 10,000 KW",18%,,01/07/2017,
850140,"OTHER AC MOTORS, SINGLE-PHASE",18%,,01/07/2017,
85014010,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER AC MOTORS, SINGLE-PHASE:FRACTIONAL HORSE POWER MOTOR",18%,,01/07/2017,
85014090,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER AC MOTORS, SINGLE-PHASE:THER",18%,,01/07/2017,
850151,OF AN OUTPUT NOT EXCEEDING 750 W,18%,,01/07/2017,
85015110,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER AC MOTORS, SINGLE-PHASE:- OTHER AC MOTORS, MULTI-PHASE: - OF AN OUTPUT NOT EXCEEDING 750 W: SQUIRREL CAGE INDUCTION MOTOR, 3 PHASE TYPE",18%,,01/07/2017,
85015120,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER AC MOTORS, SINGLE-PHASE:- OTHER AC MOTORS, MULTI-PHASE: - OF AN OUTPUT NOT EXCEEDING 750 W: SLIPRING MOTOR",18%,,01/07/2017,
85015190,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER AC MOTORS, SINGLE-PHASE:- OTHER AC MOTORS, MULTI-PHASE: - OF AN OUTPUT NOT EXCEEDING 750 W: OTHER",18%,,01/07/2017,
850152,OF AN OUTPUT EXCEEDING 750 W BUT NOT EXCEEDING 75 KW,18%,,01/07/2017,
85015210,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER AC MOTORS, SINGLE-PHASE:- OTHER AC MOTORS, MULTI-PHASE:- OF AN OUTPUT EXCEEDING 750 W BUT NOT EXCEEDING 75 KW: SQUIRREL CAGE INDUCTION MOTOR, 3 PHASE TYPE",18%,,01/07/2017,
85015220,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER AC MOTORS, SINGLE-PHASE:- OTHER AC MOTORS, MULTI-PHASE:- OF AN OUTPUT EXCEEDING 750 W BUT NOT EXCEEDING 75 KW: SLIPRING MOTOR",18%,,01/07/2017,
85015290,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER AC MOTORS, SINGLE-PHASE:- OTHER AC MOTORS, MULTI-PHASE:- OF AN OUTPUT EXCEEDING 750 W BUT NOT EXCEEDING 75 KW: OTHER",18%,,01/07/2017,
850153,OF AN OUTPUT EXCEEDING 75 KW,18%,,01/07/2017,
85015310,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER AC MOTORS, SINGLE-PHASE:- OTHER AC MOTORS, MULTI-PHASE:-- OF AN OUTPUT EXCEEDING 75 KW: SQUIRREL CAGE INDUCTION MOTOR, 3 PHASE TYPE",18%,,01/07/2017,
85015320,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER AC MOTORS, SINGLE-PHASE:- OTHER AC MOTORS, MULTI-PHASE:-- OF AN OUTPUT EXCEEDING 75 KW: SLIPRING MOTOR",18%,,01/07/2017,
85015330,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER AC MOTORS, SINGLE-PHASE:- OTHER AC MOTORS, MULTI-PHASE:-- OF AN OUTPUT EXCEEDING 75 KW: TRACTION MOTOR",18%,,01/07/2017,
85015390,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - OTHER AC MOTORS, SINGLE-PHASE:- OTHER AC MOTORS, MULTI-PHASE:-- OF AN OUTPUT EXCEEDING 75 KW: OTHER",18%,,01/07/2017,
85016100,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - AC GENERATORS (ALTERNATORS): OF AN OUTPUT NOT EXCEEDING 75 KVA,18%,,01/07/2017,
85016200,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - AC GENERATORS (ALTERNATORS): OF AN OUTPUT EXCEEDING 75 KVA BUT NOT EXCEEDING 375 KVA,18%,,01/07/2017,
85016300,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - AC GENERATORS (ALTERNATORS): OF AN OUTPUT EXCEEDING 375 KVA BUT NOT EXCEEDING 750 KVA,18%,,01/07/2017,
850164,OF AN OUTPUT EXCEEDING 750 KVA,18%,,01/07/2017,
85016410,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - AC GENERATORS (ALTERNATORS): - OF AN OUTPUT EXCEEDING 750 KVA: OF AN OUTPUT EXCEEDING 750 KVA BUT NOT EXCEEDING 2,000 KVA",18%,,01/07/2017,
85016420,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - AC GENERATORS (ALTERNATORS): - OF AN OUTPUT EXCEEDING 750 KVA: OF AN OUTPUT EXCEEDING 2,000 KVA BUT NOT EXCEEDING 5,000 KVA",18%,,01/07/2017,
85016430,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - AC GENERATORS (ALTERNATORS): - OF AN OUTPUT EXCEEDING 750 KVA: OF AN OUTPUT EXCEEDING 5,000 KVA BUT NOT EXCEEDING 15,000 KVA",18%,,01/07/2017,
85016440,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - AC GENERATORS (ALTERNATORS): - OF AN OUTPUT EXCEEDING 750 KVA: OF AN OUTPUT EXCEEDING 15,000 KVA BUT NOT EXCEEDING 37,500 KVA",18%,,01/07/2017,
85016450,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - AC GENERATORS (ALTERNATORS): - OF AN OUTPUT EXCEEDING 750 KVA: OF AN OUTPUT EXCEEDING 37,500 KVA BUT NOT EXCEEDING 75,000 KVA",18%,,01/07/2017,
85016460,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - AC GENERATORS (ALTERNATORS): - OF AN OUTPUT EXCEEDING 750 KVA: OF AN OUTPUT EXCEEDING 75,000 KVA BUT NOT EXCEEDING 1,37,500 KVA",18%,,01/07/2017,
85016470,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - AC GENERATORS (ALTERNATORS): - OF AN OUTPUT EXCEEDING 750 KVA: OF AN OUTPUT EXCEEDING 1,37,500 KVA BUT NOT EXCEEDING 3,12,500 KVA",18%,,01/07/2017,
85016480,"ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS) - AC GENERATORS (ALTERNATORS): - OF AN OUTPUT EXCEEDING 750 KVA: OF AN OUTPUT EXCEEDING 3,12,500 KVA",18%,,01/07/2017,
8502,ELECTRIC GENERATING SETS AND ROTARY CONVERTERS - GENERATING SETS WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES (DIESEL OR SEMI-DIESEL ENGINES),18%,,01/07/2017,
85021100,ELECTRIC GENERATING SETS AND ROTARY CONVERTERS - GENERATING SETS WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES (DIESEL OR SEMI-DIESEL ENGINES): OF AN OUTPUT NOT EXCEEDING 75 KVA,18%,,01/07/2017,
85021200,ELECTRIC GENERATING SETS AND ROTARY CONVERTERS - GENERATING SETS WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES (DIESEL OR SEMI-DIESEL ENGINES): OF AN OUTPUT EXCEEDING 75 KVA BUT NOT EXCEEDING 375 KVA,18%,,01/07/2017,
850213,OF AN OUTPUT EXCEEDING 375 KVA,18%,,01/07/2017,
85021310,"ELECTRIC GENERATING SETS AND ROTARY CONVERTERS - GENERATING SETS WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES (DIESEL OR SEMI-DIESEL ENGINES): - OF AN OUTPUT EXCEEDING 375 KVA : OF AN OUTPUT EXCEEDING 375 KVA BUT NOT EXCEEDING 1,000 KVA",18%,,01/07/2017,
85021320,"ELECTRIC GENERATING SETS AND ROTARY CONVERTERS - GENERATING SETS WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES (DIESEL OR SEMI-DIESEL ENGINES): - OF AN OUTPUT EXCEEDING 375 KVA : OF AN OUTPUT EXCEEDING 1,000 KVA BUT NOT EXCEEDING 1,500 KVA",18%,,01/07/2017,
85021330,"ELECTRIC GENERATING SETS AND ROTARY CONVERTERS - GENERATING SETS WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES (DIESEL OR SEMI-DIESEL ENGINES): - OF AN OUTPUT EXCEEDING 375 KVA : OF AN OUTPUT EXCEEDING 1,500 KVA BUT NOT EXCEEDING 2,000 KVA",18%,,01/07/2017,
85021340,"ELECTRIC GENERATING SETS AND ROTARY CONVERTERS - GENERATING SETS WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES (DIESEL OR SEMI-DIESEL ENGINES): - OF AN OUTPUT EXCEEDING 375 KVA : OF AN OUTPUT EXCEEDING 2,000 KVA BUT NOT EXCEEDING 5,000 KVA",18%,,01/07/2017,
85021350,"ELECTRIC GENERATING SETS AND ROTARY CONVERTERS - GENERATING SETS WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES (DIESEL OR SEMI-DIESEL ENGINES): - OF AN OUTPUT EXCEEDING 375 KVA : OF AN OUTPUT EXCEEDING 5,000 KVA BUT NOT EXCEEDING 10,000 KVA",18%,,01/07/2017,
85021360,"ELECTRIC GENERATING SETS AND ROTARY CONVERTERS - GENERATING SETS WITH COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES (DIESEL OR SEMI-DIESEL ENGINES): - OF AN OUTPUT EXCEEDING 375 KVA : OF AN OUTPUT EXCEEDING 10,000 KVA",18%,,01/07/2017,
850220,GENERATING SETS WITH SPARK-IGNITION INTERNAL COMBUSTION PISTON ENGINES,18%,,01/07/2017,
85022010,ELECTRIC GENERATING SETS AND ROTARY CONVERTERS -GENERATING SETS WITH SPARK-IGNITION INTERNAL COMBUSTION PISTON ENGINES:ELECTRIC PORTABLE GENERATORS OF AN OUTPUT NOT EXCEEDING 3.5 KVA,18%,,01/07/2017,
85022090,ELECTRIC GENERATING SETS AND ROTARY CONVERTERS -GENERATING SETS WITH SPARK-IGNITION INTERNAL COMBUSTION PISTON ENGINES:OTHER,18%,,01/07/2017,
85023100,ELECTRIC GENERATING SETS AND ROTARY CONVERTERS - OTHER GENERATING SETS : WIND-POWERED,18%,,01/07/2017,
850239,OTHER,18%,,01/07/2017,
85023910,ELECTRIC GENERATING SETS AND ROTARY CONVERTERS - OTHER GENERATING SETS : - OTHER: POWERED BY STEAM ENGINE,18%,,01/07/2017,
85023920,ELECTRIC GENERATING SETS AND ROTARY CONVERTERS - OTHER GENERATING SETS : - OTHER: POWERED BY WATER TURBINE,18%,,01/07/2017,
85023990,ELECTRIC GENERATING SETS AND ROTARY CONVERTERS - OTHER GENERATING SETS : - OTHER: OTHER,18%,,01/07/2017,
85024000,ELECTRIC GENERATING SETS AND ROTARY CONVERTERS - ELECTRIC ROTARY CONVERTERS,18%,,01/07/2017,
8503,PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADING 8501 OR 8502,18%,,01/07/2017,
850300,PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADING 8501 OR 8502,18%,,01/07/2017,
85030010,PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADING 8501 OR 8502 - PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADING 8501 OR 8502:PARTS OF GENERATOR (AC OR DC),18%,,01/07/2017,
85030021,PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADING 8501 OR 8502 - PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADING 8501 OR 8502:- PARTS OF ELECTRIC MOTOR : OF DC MOTOR,18%,,01/07/2017,
85030029,PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADING 8501 OR 8502 - PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADING 8501 OR 8502:- PARTS OF ELECTRIC MOTOR : OTHER,18%,,01/07/2017,
85030090,PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF HEADING 8501 OR 8502 - OTHER,18%,,01/07/2017,
8504,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS",18%,,01/08/2019                      15/11/2017                       1/07/2017,
8504,Charger or charging station for Electrically operated vehicles,5%,,01/08/2019,
850410,BALLASTS FOR DISCHARGE LAMPS OR TUBES,18%,,01/08/2019                      15/11/2017                       1/07/2017,
85041010,"8504 ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS -BALLASTS FOR DISCHARGE LAMPS OR TUBES: CONVENTIONAL TYPE",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85041020,"8504 ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS -BALLASTS FOR DISCHARGE LAMPS OR TUBES: FOR COMPACT FLUORESCENT LAMPS",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85041090,"8504 ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS -BALLASTS FOR DISCHARGE LAMPS OR TUBES: OTHER",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85042100,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS - LIQUID DIELECTRIC TRANSFORMERS: HAVING A POWER HANDLING CAPACITY NOT EXCEEDING 650 KVA",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85042200,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS - LIQUID DIELECTRIC TRANSFORMERS: HAVING A POWER HANDLING CAPACITY EXCEEDING 650 KVA BUT NOT EXCEEDING 10,000 KVA",18%,,01/08/2019                      15/11/2017                       1/07/2017,
850423,"HAVING A POWER HANDLING CAPACITY EXCEEDING 10,000 KVA",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85042310,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS - LIQUID DIELECTRIC TRANSFORMERS: - HAVING A POWER HANDLING CAPACITY EXCEEDING 10,000 KVA: HAVING A POWER HANDLING CAPACITY EXCEEDING 10,000 KVA BUT NOT EXCEEDING 50,000 KV",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85042320,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS - LIQUID DIELECTRIC TRANSFORMERS: - HAVING A POWER HANDLING CAPACITY EXCEEDING 10,000 KVA: HAVING A POWER HANDLING CAPACITY EXCEEDING 50,000 KVA BUT NOT EXCEEDING 1,00,000",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85042330,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS - LIQUID DIELECTRIC TRANSFORMERS: - HAVING A POWER HANDLING CAPACITY EXCEEDING 10,000 KVA: HAVING A POWER HANDLING CAPACITY EXCEEDING 1,00,000 KVA BUT NOT EXCEEDING 2,50,00",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85042340,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS - LIQUID DIELECTRIC TRANSFORMERS: - HAVING A POWER HANDLING CAPACITY EXCEEDING 10,000 KVA: HAVING A POWER HANDLING CAPACITY EXCEEDING 2,50,000 KVA",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85043100,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS - OTHER TRANSFORMERS: HAVING A POWER HANDLING CAPACITY NOT EXCEEDING 1 KVA",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85043200,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS - OTHER TRANSFORMERS: HAVING A POWER HANDLING CAPACITY EXCEEDING 1 KVA BUT NOT EXCEEDING 16 KVA",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85043300,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS - OTHER TRANSFORMERS: HAVING A POWER HANDLING CAPACITY EXCEEDING 16 KVA BUT NOT EXCEEDING 500 KVA",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85043400,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS - OTHER TRANSFORMERS: HAVING A POWER HANDLING CAPACITY EXCEEDING 500 KVA",18%,,01/08/2019                      15/11/2017                       1/07/2017,
850440,STATIC CONVERTERS,18%,,01/08/2019                      15/11/2017                       1/07/2017,
85044010,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS -STATIC CONVERTERS: ELECTRIC INVERTER",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85044021,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS -STATIC CONVERTERS: - RECTIFIER: DIP BRIDGE RECTIFIER",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85044029,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS -STATIC CONVERTERS: - RECTIFIER: OTHER",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85044030,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS -STATIC CONVERTERS: BATTERY CHARGERS",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85044040,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS -STATIC CONVERTERS: VOLTAGE REGULATOR AND STABILIZERS (OTHER THAN AUTOMATIC)",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85044090,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS -STATIC CONVERTERS: OTHER",18%,,01/08/2019                      15/11/2017                       1/07/2017,
850450,OTHER INDUCTORS,18%,,01/08/2019                      15/11/2017                       1/07/2017,
85045010,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS - OTHER INDUCTORS: CHOKE COILS (CHOKES)",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85045090,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS - OTHER INDUCTORS: OTHER",18%,,01/08/2019                      15/11/2017                       1/07/2017,
850490,PARTS,18%,,01/08/2019                      15/11/2017                       1/07/2017,
85049010,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS - OTHER INDUCTORS: -PARTS : OF TRANSFORMERS",18%,,01/08/2019                      15/11/2017                       1/07/2017,
85049090,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS - OTHER INDUCTORS: -PARTS : OTHER",18%,,01/08/2019                      15/11/2017                       1/07/2017,
8505,"ELECTRO-MAGNETS; PERMANENT MAGNETS AND ARTICLES INTENDED TO BECOME PERMANENT MAGNETS AFTER MAGNETISATION; ELECTRO-MAGNETIC OR PERMANENT MAGNET CHUCKS, CLAMPS AND SIMILAR HOLDING DEVICES; ELECTRO-MAGNETIC COUPLINGS, CLUTCHES AND BRAKES; ELECTROMAGNETIC LI",18%,,01/07/2017,
850511,OF METAL,18%,,01/07/2017,
85051110,"ELECTRO-MAGNETS; PERMANENT MAGNETS AND ARTICLES INTENDED TO BECOME PERMANENT MAGNETS AFTER MAGNETISATION; ELECTRO-MAGNETIC OR PERMANENT MAGNET CHUCKS, CLAMPS AND SIMILAR HOLDING DEVICES; ELECTRO-MAGNETIC COUPLINGS, CLUTCHES AND BRAKES; ELECTRO-MAGNETIC LI",18%,,01/07/2017,
85051190,"ELECTRO-MAGNETS; PERMANENT MAGNETS AND ARTICLES INTENDED TO BECOME PERMANENT MAGNETS AFTER MAGNETISATION; ELECTRO-MAGNETIC OR PERMANENT MAGNET CHUCKS, CLAMPS AND SIMILAR HOLDING DEVICES; ELECTRO-MAGNETIC COUPLINGS, CLUTCHES AND BRAKES; ELECTRO-MAGNETIC LI",18%,,01/07/2017,
85051900,"ELECTRO-MAGNETS; PERMANENT MAGNETS AND ARTICLES INTENDED TO BECOME PERMANENT MAGNETS AFTER MAGNETISATION; ELECTRO-MAGNETIC OR PERMANENT MAGNET CHUCKS, CLAMPS AND SIMILAR HOLDING DEVICES; ELECTRO-MAGNETIC COUPLINGS, CLUTCHES AND BRAKES; ELECTRO-MAGNETIC LI",18%,,01/07/2017,
85052000,"ELECTRO-MAGNETS; PERMANENT MAGNETS AND ARTICLES INTENDED TO BECOME PERMANENT MAGNETS AFTER MAGNETISATION; ELECTRO-MAGNETIC OR PERMANENT MAGNET CHUCKS, CLAMPS AND SIMILAR HOLDING DEVICES; ELECTRO-MAGNETIC COUPLINGS, CLUTCHES AND BRAKES; ELECTRO-MAGNETIC LI",18%,,01/07/2017,
85053000,"ELECTRO-MAGNETS; PERMANENT MAGNETS AND ARTICLES INTENDED TO BECOME PERMANENT MAGNETS AFTER MAGNETISATION; ELECTRO-MAGNETIC OR PERMANENT MAGNET CHUCKS, CLAMPS AND SIMILAR HOLDING DEVICES; ELECTRO-MAGNETIC COUPLINGS, CLUTCHES AND BRAKES; ELECTRO-MAGNETIC LI",18%,,01/07/2017,
